"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","CopyPaste","APAfactor","publication_year","publication_month","first_author","competing_interest_boolean"
"10.1371_journal.pone.0129651","t",NA,52,"=",0.56,"=",0.58,0.577884029169389,"t(52) = 0.56, p = .580",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","F",1,215,"=",0.41,"=",0.522,0.522651312868674,"F(1,215) = 0.41, p = .522",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","t",NA,215,"=",0.64,"=",0.522,0.522854017357653,"t(215) = 0.64, p = .522",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","F",1,194,"=",1.93,"=",0.166,0.16635095770922,"F(1,194) = 1.93, p = .166",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","t",NA,194,"=",-1.39,"=",0.166,0.166121726763099,"t(194) = -1.39, p = .166",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","F",1,197,"=",8.85,"=",0.029,0.0032974564757399,"F(1,197) = 8.85, p = .029",TRUE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","t",NA,197,"=",-2.2,"=",0.029,0.0289698430481378,"t(197) = -2.20, p = .029",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","t",NA,38,"=",-35.64,"<",0.001,8.20894135315038e-31,"t(38) = -35.64, p<.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","t",NA,38,"=",-6.81,"<",0.001,4.4501149824644e-08,"t(38) = -6.81, p<.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129651","t",NA,228,"=",4.51,"<",0.001,1.03753779356298e-05,"t(228) = 4.51,p<.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.97,"2015","06","Emily E Butler",FALSE
"10.1371_journal.pone.0129731","Z",NA,NA,"=",2.54,"<",0.05,0.0110852468861652,"Z = 2.54, p < 0.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.12,"2015","07","William L Schuerman",FALSE
"10.1371_journal.pone.0129731","Z",NA,NA,"=",2.02,"<",0.05,0.0433833875352936,"Z = 2.02, p < 0.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.12,"2015","07","William L Schuerman",FALSE
"10.1371_journal.pone.0130465","F",1,38,"=",0.01,"=",0.99,0.920870051158259,"F (1, 38) = 0.01, p = .99",TRUE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",1,41,"=",1.2,"=",0.28,0.279715030346372,"F (1, 41) = 1.20, p = .28",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",1,38,"=",7.94,"=",0.01,0.0076324115462318,"F (1, 38) = 7.94, p = .01",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",1,38,"=",21.19,"=",1e-04,4.54655896347694e-05,"F (1, 38) = 21.19, p = .0001",TRUE,FALSE,TRUE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",6,228,"=",97.18,"=",1e-04,5.1489615732272e-60,"F (6, 228) = 97.18, p = .0001",TRUE,FALSE,TRUE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",1,38,"=",8.24,"=",0.01,0.00666176797447344,"F (1, 38) = 8.24, p = .01",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",6,228,"=",6.57,"=",1e-04,2.03817187680603e-06,"F (6, 228) = 6.57, p = .0001",TRUE,FALSE,TRUE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",6,228,"=",461.66,"=",1e-04,1.5939339932192e-124,"F (6, 228) = 461.66, p = .0001",TRUE,FALSE,TRUE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",1,38,"=",11.17,"=",0.001,0.0018757890184709,"F (1, 38) = 11.17, p = .001",TRUE,FALSE,TRUE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",1,30,"=",0.11,">",0.05,0.742450064619773,"F (1, 30) = 0.11, p > .05",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","t",NA,77,"=",0.55,"=",0.58,0.583911282390655,"t (77) = .55, p = .58",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",2,36,"=",1.35,"=",0.27,0.272049319227538,"F (2, 36) = 1.35, p = .27",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",12,216,"=",0.39,"=",0.97,0.966207697813104,"F (12, 216) = 0.39, p = .97",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",2,32,"=",1.35,"=",0.27,0.273607536904006,"F (2, 32) = 1.35, p = .27",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130465","F",2,32,"=",0.5,"=",0.61,0.611190527978029,"F (2, 32) = .50, p = .61",FALSE,FALSE,FALSE,TRUE,FALSE,0.38,"2015","07","Sylvie Droit-Volet",FALSE
"10.1371_journal.pone.0130704","t",NA,61,"=",0.44,"=",0.662,0.66149221071597,"t (61) = .44, p = .662",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",4.11,"=",0.047,0.0471556100623222,"F (1, 59) = 4.11, p = .047",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",4,236,"=",3.34,"=",0.011,0.0110329371638332,"F (4, 236) = 3.34, p = .011",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",4,116,"=",3.24,"=",0.015,0.0146728791250583,"F (4, 116) = 3.24, p = .015",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","t",NA,11,"=",2.53,"=",0.028,0.027973404160776,"t (11) = 2.53, p = .028",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","t",NA,11,"=",4,"=",0.002,0.00208619356697495,"t (11) = 4.00, p = .002",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","t",NA,11,"=",3.63,"=",0.004,0.00395664800633041,"t (11) = 3.63, p = .004",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",4,236,"=",13.89,"<",0.001,3.4397923429484e-10,"F (4, 236) = 13.89, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",7.81,"=",0.007,0.00699849244081743,"F (1, 59) = 7.81, p = .007",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,295,"=",14.9,"<",0.001,4.838693050016e-13,"F (5, 295) = 14.90, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,295,"=",3.85,"=",0.002,0.00214669066117631,"F (5, 295) = 3.85, p = .002",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,145,"=",6.52,"<",0.001,1.68659363761322e-05,"F (5, 145) = 6.52, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,150,"=",10.83,"<",0.001,6.5970168885409e-09,"F (5, 150) = 10.83, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,150,"=",5.41,"<",0.001,0.000132455790853921,"F (5, 150) = 5.41, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",8.5,"=",0.005,0.00501349020555413,"F (1, 59) = 8.50, p = .005",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,295,"=",11.62,"<",0.001,2.91994509107869e-10,"F (5, 295) = 11.62, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,295,"=",2.24,"=",0.051,0.0504319959735697,"F (5, 295) = 2.24, p = .051",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,145,"=",4.96,"<",0.001,0.000319281821701348,"F (5, 145) = 4.96, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,150,"=",7.96,"<",0.001,1.11842137576759e-06,"F (5, 150) = 7.96, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,150,"=",6.7,"<",0.001,1.15809770284352e-05,"F (5, 150) = 6.70, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",6.95,"=",0.011,0.0106951397024007,"F (1, 59) = 6.95, p = .011",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",5.55,"=",0.022,0.0218230859335918,"F (1, 59) = 5.55, p = .022",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,295,"=",12.94,"<",0.001,2.16206277234233e-11,"F (5, 295) = 12.94, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,295,"=",6.33,"<",0.001,1.33735119803885e-05,"F (5, 295) = 6.33, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",7.36,"=",0.009,0.00872674287845081,"F (1, 59) = 7.36, p = .009",FALSE,FALSE,FALSE,FALSE,TRUE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",8.62,"=",0.005,0.00473362127678041,"F (1, 59) = 8.62, p = .005",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,295,"=",12.17,"<",0.001,9.82864936089443e-11,"F (5, 295) = 12.17, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,295,"=",5.55,"<",0.001,6.65827374070937e-05,"F (5, 295) = 5.55, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",7.36,"=",0.009,0.00872674287845081,"F (1, 59) = 7.36, p = .009",FALSE,FALSE,FALSE,FALSE,TRUE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,59,"=",7.36,"=",0.009,0.00872674287845081,"F (1, 59) = 7.36, p = .009",FALSE,FALSE,FALSE,FALSE,TRUE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","t",NA,57,"=",1.04,"=",0.301,0.302731350586949,"t (57) = 1.04, p = .301",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",4,220,"=",9.94,"<",0.001,2.06475412256583e-07,"F (4, 220) = 9.94, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,55,"=",7.79,"=",0.007,0.00720857311744729,"F (1, 55) = 7.79, p = .007",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,55,"=",7.48,"=",0.008,0.00837983594811699,"F (1, 55) = 7.48, p = .008",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,54,"=",4.18,"=",0.046,0.0457917777813181,"F (1, 54) = 4.18, p = .046",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,54,"=",5.72,"=",0.02,0.0202850653859998,"F (1, 54) = 5.72, p = .020",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,270,"=",63.93,"<",0.001,7.70733452118395e-44,"F (5, 270) = 63.93, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,270,"=",6.29,"<",0.001,1.53444490295073e-05,"F (5, 270) = 6.29, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",1,54,"=",6.29,"=",0.015,0.0151795241598862,"F (1, 54) = 6.29, p = .015",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,270,"=",9.52,"<",0.001,2.23136643986656e-08,"F (5, 270) = 9.52, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","F",5,270,"=",3.55,"=",0.004,0.00398862230704913,"F (5, 270) = 3.55, p = .004",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0130704","t",NA,120,"=",5.56,"<",0.001,1.65970273210187e-07,"t (120) = 5.56, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.54,"2015","06","Sergio Agnoli",FALSE
"10.1371_journal.pone.0131049","Chi2",1,NA,"=",5.38,"=",0.02,0.0203688780476027," 2 (1) = 5.38, p = .02",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,24,"=",-2.14,"=",0.04,0.0427257163876499,"t (24) = -2.14, p = .04",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,24,"=",1.89,"=",0.07,0.0708949653198735,"t (24) = 1.89, p = .07",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,24,"=",3.04,"<",0.01,0.00564201598032672,"t (24) = 3.04, p < .01",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,50,"=",-3.66,"=",0.001,0.000607507401442391,"t (50) = -3.66, p = .001",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,53,"=",1.33,"=",0.19,0.189213669479464,"t (53) = 1.33, p = .19",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,50,"=",2.96,"<",0.01,0.00469315962253022,"t (50) = 2.96, p < .01",FALSE,FALSE,FALSE,TRUE,TRUE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,50,"=",2.32,"=",0.02,0.0244628234870296,"t (50) = 2.32, p = .02",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,50,"=",2.96,"<",0.01,0.00469315962253022,"t (50) = 2.96, p < .01",FALSE,FALSE,FALSE,TRUE,TRUE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,53,"=",-0.75,"=",0.46,0.456571250262519,"t (53) = -0.75, p = .46",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,50,"=",2.19,"=",0.03,0.0332165371172387,"t (50) = 2.19, p = .03",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,53,"=",21.93,"<",0.001,2.9831492897105e-28,"t (53) = 21.93, p < .001",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,53,"=",-9.55,"<",0.001,4.10478557257215e-13,"t (53) = -9.55, p < .001",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,53,"=",-17.42,"<",0.001,1.36924281647168e-23,"t (53) = -17.42, p < .001",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,50,"=",2.77,"<",0.01,0.00784707718971545,"t (50) = 2.77, p < .01",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,50,"=",2.16,"=",0.04,0.0355923052161598,"t (50) = 2.16, p = .04",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,24,"=",-2.71,"=",0.01,0.0122230155833679,"t (24) = -2.71, p = .01",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,24,"=",2.69,"=",0.01,0.012796536207331,"t (24) = 2.69, p = .01",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,24,"=",1.79,"=",0.09,0.0860799959621487,"t (24) = 1.79, p = .09",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,23,"=",0.65,"=",0.52,0.522132134814536,"t (23) = 0.65, p = .52",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","t",NA,23,"=",2.46,"=",0.02,0.0218323007824372,"t (23) = 2.46, p = .02",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","F",1,38,"=",1.2,"=",0.28,0.280216230942687,"F (1,38) = 1.20, p = .28",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","F",1,38,"=",2.62,"=",0.11,0.113795912625892,"F (1,38) = 2.62, p = .11",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","F",1,38,"=",1.09,"=",0.3,0.303067655134601,"F (1,38) = 1.09, p = .30",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","F",1,38,"=",0.26,"=",0.62,0.61306912340721,"F (1,38) = 0.26, p = .62",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","Chi2",1,NA,"=",2.14,"=",0.14,0.143501891388936," 2 (1) = 2.14, p = .14",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","F",1,37,"=",4.33,"=",0.04,0.0444240808135896,"F (1,37) = 4.33, p = .04",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131049","F",1,37,"=",0.82,"=",0.37,0.371039394436483,"F (1,37) = 0.82, p = .37",FALSE,FALSE,FALSE,TRUE,FALSE,0.93,"2015","06","Hedy Greijdanus",FALSE
"10.1371_journal.pone.0131115","t",NA,685,"=",2.81,"=",0.005,0.0050955428436834,"t (685) = 2.81, p = .005",FALSE,FALSE,FALSE,TRUE,FALSE,0.12,"2015","06","Christiane Nieß",FALSE
"10.1371_journal.pone.0131636","F",2,40,"=",9.02,"<",0.001,0.000584321345080895,"F (2, 40) = 9.02, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.83,"2015","07","Hiroaki Maeshima",FALSE
"10.1371_journal.pone.0131636","F",1,20,"=",5.71,"<",0.05,0.0268316619409118,"F (1,20) = 5.71, p < .05",FALSE,FALSE,FALSE,FALSE,FALSE,0.83,"2015","07","Hiroaki Maeshima",FALSE
"10.1371_journal.pone.0131636","F",2,40,"=",2.69,"<",0.1,0.0801511938568781,"F (2,40) = 2.69, p < .10",FALSE,FALSE,FALSE,FALSE,FALSE,0.83,"2015","07","Hiroaki Maeshima",FALSE
"10.1371_journal.pone.0131636","F",1,20,"=",75.09,"<",0.001,3.31974853270645e-08,"F (1,20) = 75.09, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.83,"2015","07","Hiroaki Maeshima",FALSE
"10.1371_journal.pone.0131636","F",2,40,"=",24.98,"<",0.001,9.12453814926804e-08,"F (2,40) = 24.98, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.83,"2015","07","Hiroaki Maeshima",FALSE
"10.1371_journal.pone.0133442","Chi2",22,NA,"=",200.74,"<",1e-04,8.15079200733972e-31," 2 (22) = 200.74, p < .0001",FALSE,FALSE,FALSE,FALSE,FALSE,0.27,"2015","07","Corina Aguilar-Raab",FALSE
"10.1371_journal.pone.0133442","Chi2",22,NA,"=",210.06,"<",0.001,1.20893780952061e-32," 2 (22) = 210.06, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.27,"2015","07","Corina Aguilar-Raab",FALSE
"10.1371_journal.pone.0133442","F",2,314,"=",8.83,"<",0.001,0.000185839749990234,"F (2, 314) = 8.83, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.27,"2015","07","Corina Aguilar-Raab",FALSE
"10.1371_journal.pone.0134241","t",NA,38,"=",12.545,"<",0.001,4.39404187583127e-15,"t (38) = 12.545, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","t",NA,30.832,"=",2.764,"=",0.01,0.00954694163533456,"t (30.832) = 2.764, p = .010",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",2,57,"=",0.643,"=",0.529,0.529483225305013,"F (2,57) = .643, p = .529",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",1,58,"=",61.038,"<",0.001,1.26267662280984e-10,"F (1,58) = 61.038, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",1,58,"=",12.127,"=",0.001,0.000951755767769485,"F (1,58) = 12.127, p = .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",1,58,"=",12.104,"=",0.001,0.000961499139327124,"F (1,58) = 12.104, p = .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",1,57,"=",95.556,"<",0.001,8.59197975202347e-14,"F (1,57) = 95.556, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",1,57,"=",6.707,"=",0.012,0.0121695316591063,"F (1,57) = 6.707, p = .012",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",1,57,"=",5.518,"=",0.022,0.0223113069482517,"F (1,57) = 5.518, p = .022",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",2,57,"=",3.78,"=",0.029,0.0287390903562544,"F (2,57) = 3.780, p = .029",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","t",NA,38,"=",2.782,"=",0.008,0.00836473856895305,"t (38) = 2.782, p = .008",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","t",NA,38,"=",1.228,"=",0.227,0.226999197170171,"t (38) = 1.228, p = .227",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","t",NA,38,"=",1.526,"=",0.135,0.135290900533284,"t (38) = 1.526, p = .135",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","F",1,57,"=",18.179,"<",0.001,7.64479062908612e-05,"F (1,57) = 18.179, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
"10.1371_journal.pone.0134241","t",NA,38,"=",2.771,"=",0.009,0.00860255527766747,"t (38) = 2.771, p = .009",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2015","08","Jorien van Paasschen",FALSE
