"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","CopyPaste","APAfactor","publication_year","publication_month","first_author","competing_interest_boolean"
"10.1371_journal.pcbi.1004555","F",7,77,"=",24.656,"<",0.001,2.74454585157734e-17,"F (7, 77) = 24.656, P < 0.001",FALSE,FALSE,FALSE,FALSE,TRUE,0.73,"2015","11","James Rankin",FALSE
"10.1371_journal.pcbi.1004555","F",7,77,"=",16.225,"<",0.001,6.22711930488232e-13,"F (7, 77) = 16.225, P < 0.001",FALSE,FALSE,FALSE,FALSE,TRUE,0.73,"2015","11","James Rankin",FALSE
"10.1371_journal.pcbi.1004555","F",7,77,"=",0.878,"=",0.463,0.52789377088288,"F (7, 77) = 0.878, P = 0.463",TRUE,FALSE,FALSE,FALSE,TRUE,0.73,"2015","11","James Rankin",FALSE
"10.1371_journal.pcbi.1004555","F",7,77,"=",24.656,"<",0.001,2.74454585157734e-17,"F (7, 77) = 24.656, P < 0.001",FALSE,FALSE,FALSE,FALSE,TRUE,0.73,"2015","11","James Rankin",FALSE
"10.1371_journal.pcbi.1004555","F",7,77,"=",16.225,"<",0.001,6.22711930488232e-13,"F (7, 77) = 16.225, P < 0.001",FALSE,FALSE,FALSE,FALSE,TRUE,0.73,"2015","11","James Rankin",FALSE
"10.1371_journal.pcbi.1004555","F",1,11,"=",3.158,"=",0.103,0.103181519080009,"F (1, 11) = 3.158, P = 0.103",FALSE,FALSE,FALSE,FALSE,FALSE,0.73,"2015","11","James Rankin",FALSE
"10.1371_journal.pcbi.1004555","F",7,77,"=",1.053,"=",0.402,0.401933795580949,"F (7, 77) = 1.053, P = 0.402",FALSE,FALSE,FALSE,FALSE,FALSE,0.73,"2015","11","James Rankin",FALSE
"10.1371_journal.pcbi.1004555","F",7,77,"=",0.878,"=",0.463,0.52789377088288,"F (7, 77) = 0.878, P = 0.463",TRUE,FALSE,FALSE,FALSE,FALSE,0.73,"2015","11","James Rankin",FALSE
"10.1371_journal.pone.0005952","t",NA,27,"=",1.84,"<",0.05,0.0767867303258754,"t (27) = -.−1.84, p <.05",TRUE,TRUE,TRUE,TRUE,FALSE,0.26,"2009","06","Susan B Perlman",FALSE
"10.1371_journal.pone.0005952","t",NA,27,"=",1.73,"<",0.05,0.0950476017219581,"t (27) = -.−1.73, p <.05",TRUE,TRUE,TRUE,TRUE,FALSE,0.26,"2009","06","Susan B Perlman",FALSE
"10.1371_journal.pone.0005952","F",7,12,"=",2.96,"<",0.005,0.0476167245023647,"F (7,12) = 2.96, p <.005",TRUE,FALSE,FALSE,TRUE,FALSE,0.26,"2009","06","Susan B Perlman",FALSE
"10.1371_journal.pone.0005952","F",1,18,"=",10.09,"<",0.005,0.00522571833303052,"F (1,18) = 10.09, p <.005",TRUE,FALSE,FALSE,TRUE,FALSE,0.26,"2009","06","Susan B Perlman",FALSE
"10.1371_journal.pone.0005952","F",6,23,"=",2.6,"<",0.05,0.045117693703851,"F (6,23) = 2.60, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.26,"2009","06","Susan B Perlman",FALSE
"10.1371_journal.pone.0005952","F",5,24,"=",4.15,"<",0.005,0.00738395567895843,"F (5,24) = 4.15, p <.005",TRUE,FALSE,FALSE,TRUE,FALSE,0.26,"2009","06","Susan B Perlman",FALSE
"10.1371_journal.pone.0005952","F",1,28,"=",4.96,"<",0.05,0.0341569964131575,"F (1,28) = 4.96, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.26,"2009","06","Susan B Perlman",FALSE
"10.1371_journal.pone.0009368","F",3.42,191.5,"=",25.71,"<",0.01,2.4414308934646e-15,"F (3.42, 191.5) = 25.71, P <0.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0009368","F",3.22,180.4,"=",17.4,"<",0.01,1.88782484800104e-10,"F (3.22,180.4) = 17.40, P <0.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0009368","F",3.24,181.4,"=",8.42,"<",0.01,1.64423604440172e-05,"F (3.24, 181.4) = 8.42, P <0.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0009368","t",NA,41,"=",-2.08,"<",0.05,0.0438172383879997,"t (41) = -2.08, P <0.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0009368","t",NA,22,"=",-2.12,"<",0.05,0.0455226244056511,"t (22) = -2.12, P <0.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0009368","t",NA,19,"=",-2.14,"<",0.05,0.0455451062887438,"t (19) = -2.14, P <0.05",FALSE,FALSE,FALSE,FALSE,TRUE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0009368","t",NA,19,"=",-2.14,"<",0.05,0.0455451062887438,"t (19) = -2.14, P <0.05",FALSE,FALSE,FALSE,FALSE,TRUE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0009368","t",NA,19,"=",-2.33,"<",0.05,0.0309833262179279,"t (19) = -2.33, P <0.05",FALSE,FALSE,FALSE,FALSE,TRUE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0009368","t",NA,19,"=",-2.33,"<",0.05,0.0309833262179279,"t (19) = -2.33, P <0.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.69,"2010","02","Yuji Takano",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",7.75,"<",0.01,0.00734946607410332,"F (1,55) = 7.75, p <0.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",53.8,"<",0.001,1.06637163427887e-09,"F (1,55) = 53.80, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",27.72,"<",0.001,2.39252736096211e-06,"F (1,55) = 27.72, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",7.92,"<",0.01,0.00677001179772179,"F (1,55) = 7.92, p <0.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",43.82,"<",0.001,1.58127993311763e-08,"F (1,55) = 43.82, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",7.64,"<",0.01,0.00775210810894651,"F (1,55) = 7.64, p <0.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",14.24,"<",0.001,0.000395969491701778,"F (1,55) = 14.24, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-3.54,"<",0.001,0.000822824125832405,"t (55) = -3.54, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-6.5,"<",0.001,2.4797104177792e-08,"t (55) = -6.50, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-5.45,"<",0.001,1.2218521481931e-06,"t (55) = -5.45, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",6.11,"<",0.05,0.0165652323250241,"F (1,55) = 6.11, p <0.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",19.57,"<",0.001,4.62818334672621e-05,"F (1,55) = 19.57, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","F",1,55,"=",19.77,"<",0.001,4.28522008288392e-05,"F (1,55) = 19.77, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-4.11,"<",0.001,0.000132878622119204,"t (55) = -4.11, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-4.63,"<",0.001,2.27622775670203e-05,"t (55) = -4.63, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-5.31,"<",0.001,2.03274945776221e-06,"t (55) = -5.31, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-3.1,"<",0.005,0.00304900029799877,"t (55) = -3.10, p <0.005",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-3.92,"<",0.001,0.000247506914943921,"t (55) = -3.92, p <0.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013411","t",NA,55,"=",-2.34,"<",0.05,0.0229403937446139,"t (55) = -2.34, p <0.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.95,"2010","10","Desmond J Oathes",FALSE
"10.1371_journal.pone.0013860","F",3,147,"=",78.16,"<",0.001,2.77706633805124e-30,"F (3, 147) = 78.16, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",3,147,"=",276.8,"<",0.001,3.02297525400527e-60,"F (3, 147) = 276.80, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",9,441,"=",55.97,"<",0.001,1.75874848977312e-67,"F (9, 441) = 55.97, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",3,147,"=",175.285,"<",0.001,2.40261589776749e-48,"F (3,147) = 175.285, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",3,147,"=",11.085,"<",0.001,1.3281701429274e-06,"F (3,147) = 11.085, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",3,147,"=",12.392,"<",0.001,2.84850181078648e-07,"F (3,147) = 12.392, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",3,147,"=",9.78,"<",0.001,6.35815321913902e-06,"F (3,147) = 9.780, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",2,98,"=",32.8,"<",0.001,1.24364389279887e-11,"F (2, 98) = 32.80, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",3,147,"=",129.2,"<",0.001,5.09071937869019e-41,"F (3, 147) = 129.20, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",6,294,"=",20.89,"<",0.001,2.17290135218926e-20,"F (6, 294) = 20.89, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0013860","F",3,147,"=",26.26,"<",0.001,1.1653404434363e-13,"F (3, 147) = 26.26, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.58,"2010","11","Bethany G Ciesielski",FALSE
"10.1371_journal.pone.0017130","F",6,60,"=",28.534,"<",0.001,7.39624539442715e-16,"F (6,60) = 28.534, p <0.001",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2011","02","Lihan Chen",FALSE
"10.1371_journal.pone.0017130","F",1,6,"=",167.289,"<",0.001,1.31435261565045e-05,"F (1,6) = 167.289, p <0.001",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2011","02","Lihan Chen",FALSE
"10.1371_journal.pone.0017130","F",2,20,"=",11.66,"<",0.01,0.000439962313530186,"F (2,20) = 11.66, p <0.01",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2011","02","Lihan Chen",FALSE
"10.1371_journal.pone.0017130","F",2,20,"=",7.215,"<",0.01,0.00437451318237238,"F (2,20) = 7.215, p <0.01",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2011","02","Lihan Chen",FALSE
"10.1371_journal.pone.0017130","t",NA,10,"=",-3.14,"<",0.05,0.0105101721168854,"t (10) = -3.140, p <0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2011","02","Lihan Chen",FALSE
"10.1371_journal.pone.0017130","t",NA,10,"=",-3.534,"<",0.01,0.00541060067334898,"t (10) = -3.534, p <0.01",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2011","02","Lihan Chen",FALSE
"10.1371_journal.pone.0017349","F",1,118,"=",0.72,"ns",NA,0.397861942733648,"F (1,118) = .72, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,119,"=",-1.72,"<",0.05,0.0880320141020471,"t (119) = -1.72, p <.05",TRUE,TRUE,TRUE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,119,"=",-1.43,"ns",NA,0.155337327479861,"t (119) = -1.43, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,119,"=",-2,"<",0.05,0.0477775753300239,"t (119) = -2.00, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,350,"=",4.21,"<",0.05,0.0409299462500094,"F (1, 350) = 4.21, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,350,"=",-1.07,"ns",NA,0.285356648713352,"t (350) = -1.07, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,339,"=",-0.43,"ns",NA,0.667468848762187,"t (339) = -0.43, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,348,"=",60.54,"<",0.05,8.28977067335607e-14,"F (1, 348) = 60.54, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,188,"=",25.77,"<",0.05,9.20903161728691e-07,"F (1, 188) = 25.77, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,162,"=",39.58,"<",0.05,2.81988110603123e-09,"F (1, 162) = 39.58, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,828,"=",7.71,"<",0.05,0.0056155922994721,"F (1, 828) = 7.71, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,402,"=",-0.81,"ns",NA,0.418419385263862,"t (402) = -0.81, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,828,"=",-0.72,"ns",NA,0.471728183381142,"t (828) = -0.72, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,825,"=",7.36,"<",0.05,0.00680804174044491,"F (1, 825) = 7.36, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,423,"=",8.29,"<",0.05,0.00418874113108726,"F (1, 423) = 8.29, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,824,"=",7.63,"<",0.05,0.00586836008908033,"F (1, 824) = 7.63, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,257,"=",6.96,"<",0.05,0.00884378270844034,"F (1, 257) = 6.96, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,257,"=",6.07,"<",0.05,0.0144052518263057,"F (1, 257) = 6.07, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,126,"=",1.26,"ns",NA,0.263785512016703,"F (1, 126) = 1.26, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,131,"=",7.44,"<",0.05,0.00725405032972809,"F (1, 131) = 7.44, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,64,"=",-2.86,"<",0.05,0.00571429491399435,"t (64) = -2.86, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,249,"=",20.76,"<",0.05,8.15946749491998e-06,"F (1, 249) = 20.76, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,98,"=",-1.01,"ns",NA,0.314982531369366,"t (98) = -1.01, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,260,"=",-1.05,"ns",NA,0.294693094307139,"t (260) = -1.05, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,47,"=",6.2,"<",0.05,0.016368739116488,"F (1, 47) = 6.20, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,45,"=",3.18,"<",0.05,0.0812903325162855,"F (1, 45) = 3.18, p <.05",TRUE,TRUE,TRUE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,92,"=",6.44,"<",0.05,0.0128398020651114,"F (1, 92) = 6.44, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","t",NA,24,"=",-2.14,"<",0.05,0.0427257163876499,"t (24) = -2.14, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,94,"=",4.19,"<",0.05,0.043454448994663,"F (1, 94) = 4.19, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,94,"=",0,"ns",NA,1,"F (1, 94) = .00, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,92,"=",4.45,"<",0.05,0.0376167904086267,"F (1, 92) = 4.45, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,93,"=",2.95,"<",0.05,0.0892057680817227,"F (1, 93) = 2.95, p <.05",TRUE,TRUE,TRUE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,93,"=",4.99,"<",0.05,0.0278911371633524,"F (1, 93) = 4.99, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0017349","F",1,81,"=",1.25,"ns",NA,0.266857479532047,"F (1, 81) = 1.25, ns",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2011","03","Jessica L Tracy",FALSE
"10.1371_journal.pone.0019465","F",1,48,"=",2.07,"=",0.16,0.15671063889236,"F(1,48) = 2.07, p = .16",FALSE,FALSE,FALSE,FALSE,FALSE,0.05,"2011","04","Maria Serena Panasiti",FALSE
"10.1371_journal.pone.0028722","F",7,35,"=",44.82,"<",0.001,1.28231048096657e-15,"F (7, 35) = 44.82, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.64,"2011","12","Fuminori Ono",FALSE
"10.1371_journal.pone.0028722","F",7,35,"=",5.61,"<",0.001,0.000214575157277222,"F (7, 35) = 5.61, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.64,"2011","12","Fuminori Ono",FALSE
"10.1371_journal.pone.0028722","F",7,35,"=",73.88,"<",0.001,4.53719858792182e-19,"F (7, 35) = 73.88, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.64,"2011","12","Fuminori Ono",FALSE
"10.1371_journal.pone.0028722","F",3,18,"=",7.3,"<",0.002,0.00210071784377626,"F (3, 18) = 7.30, p <.002",TRUE,FALSE,FALSE,FALSE,FALSE,0.64,"2011","12","Fuminori Ono",FALSE
"10.1371_journal.pone.0028722","F",2,12,"=",19.04,"<",0.001,0.000189278617449254,"F (2, 12) = 19.04, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.64,"2011","12","Fuminori Ono",FALSE
"10.1371_journal.pone.0028722","F",1,10,"=",26.45,"<",0.001,0.000435884038010651,"F (1, 10) = 26.45, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.64,"2011","12","Fuminori Ono",FALSE
"10.1371_journal.pone.0028722","F",7,70,"=",44.07,"<",0.001,3.33224810040455e-23,"F (7, 70) = 44.07, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.64,"2011","12","Fuminori Ono",FALSE
"10.1371_journal.pone.0029081","Chi2",1,NA,"=",NA,"=",NA,NA,"χ2 (1) = 5.43, p = 0.023",NA,NA,NA,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,24,"=",1232,"=",0.002,3.85332552770784e-22,"F(1, 24) = 1232, p = .002",TRUE,FALSE,TRUE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",3,46,"=",1882,"<",0.001,4.0827069502788e-48,"F(3, 46) = 1882, p<.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,24,"=",755,"=",0.012,1.19581227565232e-19,"F(1, 24) = 755, p = .012",TRUE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,24,"=",7.07,"=",0.014,0.0137373788019552,"F(1, 24) = 7.07, p = .014",FALSE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,24,"=",0.231,"=",0.636,0.635135601840245,"F(1, 24) = .231, p = .636",FALSE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,49,"=",30.44,"<",0.001,1.28518991940932e-06,"F(1, 49) = 30.44, p<.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,24,"=",5.819,"=",0.023,0.0238600791602834,"F(1, 24) = 5.819, p = .023",TRUE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,24,"=",3.297,"=",0.08,0.08192143574506,"F(1, 24) = 3.297, p = .08",FALSE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",49,1,"=",9.094,"=",0.004,0.258399125925584,"F(49, 1) = 9.094, p = .004",TRUE,TRUE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","Chi2",1,NA,"=",NA,"=",NA,NA,"χ2 (1) = 5.62, p = 0.019",NA,NA,NA,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,24,"=",12.43,"=",0.042,0.00172914373473095,"F(1, 24) = 12.43, p = .042",TRUE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029081","F",1,24,"=",0.56,"=",0.38,0.461531233440105,"F(1, 24) = .56, p = .38",TRUE,FALSE,FALSE,FALSE,FALSE,0.93,"2012","01","Stéphane Doyen",TRUE
"10.1371_journal.pone.0029397","F",1,248,"=",0.865,"=",0.35,0.353247662383009,"F (1, 248) = .865, p = .35",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,248,"=",3.34,"=",0.07,0.0688161765123606,"F (1, 248) = 3.34, p = .07",FALSE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",3.28,147.36,"=",22.58,"=",0,8.2747967406502e-13,"F (3.28, 147.36) = 22.58, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",3.35,150.92,"=",12.56,"=",0,6.63812664893779e-08,"F (3.35, 150.92) = 12.56, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",50.22,"=",0,7.58247803186168e-09,"F (1, 45) = 50.22, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
"10.1371_journal.pone.0029397","F",1,45,"=",30.12,"=",0,1.78346813902152e-06,"F (1, 45) = 30.12, p = .000",TRUE,FALSE,FALSE,TRUE,FALSE,0.52,"2012","01","Eduardo A Garza Villarreal",FALSE
